Time,FITB(t),AGN(t),ZBRA(t),ADBE(t),CKFR(t),MEDI(t),TXT(t),CMCSA(t),HON(t),SCH(t),PDCO(t),GDW(t),PHA(t),LXK(t),FISV(t),CTSH(t),GCI(t),VRNT(t),TER(t),PHM(t),APOL(t),ADI(t),CMVT(t),STT(t),SPLS(t),JBL(t),ROH(t),BMY(t),SBUX(t),CAG(t),PHTN(t),FDO(t),HSIC(t),MCD(t),DE(t),FDX(t),WYE(t),BBT(t),COMS(t),INTC(t),ADVP(t),DOW(t),SRCL(t),XRAY(t),BGEN(t),SLM(t),HLYW(t),SYMC(t),CFC(t),ZRAN(t),TUES(t),HOTT(t),BHI(t),GE(t),SUNW(t),CAKE(t),WHR(t),WMI(t),WLP(t),MAY(t),IBM(t),ABT(t),AA(t),PMCS(t),FDRY(t),ECL(t),HRB(t),EXPD(t),LNC(t),SO(t),FLIR(t),NTAP(t),GM(t),ELX(t),PGR(t),AZO(t),BAX(t),BZH(t),AMD(t),AVP(t),UVN(t),ABI(t),LNCR(t),LEN(t),EP(t),MAT(t),DCTM(t),GNSS(t),ABK(t),LLY(t),HI(t),FNM(t),ACAS(t),MOT(t),AIG(t),BRCD(t),PGN(t),AFL(t),EBAY(t),MSFT(t),ADRX(t),TXN(t),INVN(t),FRE(t),JCI(t),ELBO(t),C(t),BMET(t),BBY(t),CB(t),PDLI(t),PX(t),LTD(t),MCHP(t),VRTS(t),MXIM(t),K(t),WBSN(t),MHP(t),PNRA(t),ERTS(t),BCC(t),ACDO(t),PFCB(t),RFMD(t),PG(t),LSCC(t),LLL(t),NCEN(t),COLM(t),SNPS(t),BLS(t),SOTR(t),STJ(t),THQI(t),ICST(t),CERN(t),UPS(t),ICOS(t),MER(t),KBH(t),CHRW(t),MANH(t),TMPW(t),TTWO(t),PLCE(t),UNP(t),BNI(t),SCIO(t),THC(t),EL(t),CMCSK(t),RJR(t),KRB(t),SGP(t),AEP(t),ESRX(t),GS(t),IMN(t),AMZN(t),CTX(t),RGLD(t),CNXT(t),LEA(t),MHK(t),USAI(t),CVC(t),SMTC(t),CYTC(t),SEPR(t),CTAS(t),WY(t),ED(t),ONE(t),DGX(t),JCP(t),PNC(t),PCAR(t),DPMI(t),APA(t),WAG(t),FON(t),APC(t),LMT(t),CL(t),CDWC(t),BJS(t),G(t),GILD(t),ITW(t),JDSU(t),XMSR(t),XOM(t),LEH(t),COP(t),SEBL(t),AVY(t),SBC(t),JNJ(t),NKE(t),BUD(t),EDS(t),WFC(t),LAMR(t),LIZ(t),AMTD(t),HAL(t),PFE(t),NVDA(t),BAC(t),SLAB(t),TLAB(t),XLNX(t),AMGN(t),AAPL(t),SWKS(t),FHCC(t),MOVI(t),VXGN(t),MUR(t),EFX(t),ISSX(t),COCO(t),LSI(t),OMC(t),OVER(t),IVGN(t),QLGC(t),HNZ(t),ITWO(t),APCC(t),KSS(t),IMCL(t),NEM(t),IRF(t),BOW(t),ALTR(t),NOC(t),JBHT(t),ATVI(t),CVX(t),JPM(t),DISH(t),CHS(t),CSCO(t),FRX(t),OSIP(t),SAFC(t),YUM(t),AT(t)
125900,0,0.0,-5.4236047555161324e-08,0.0,0.0,5.847639771092006e-08,-1.565970807498629e-07,-1.654315805449822e-07,6.611297910595184e-08,0,0,1.605704735183663e-08,0,0.0,-1.41217589563248e-09,0.0,-4.796478192996663e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130000,0.0,3.9218483908712926e-08,3.9553435206778636e-07,0.0,0.0,-2.55342874714533e-07,1.2177374822501939e-07,2.756271239367478e-07,8.622492054534886e-07,6.103825341392274e-08,5.381785497501987e-08,-6.481806390597019e-09,1.7751202574981757e-07,1.8134715336366061e-07,8.967326392879877e-08,0,-7.461097358155874e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130100,-1.0594806536015262e-06,-1.5002626874470418e-07,-2.098119206483665e-08,-1.0153419239368989e-06,-5.227978814179852e-07,-9.425447332308349e-08,0.0,0.0,1.066464124189877e-07,2.2803207205237656e-07,1.1577682389177033e-07,0.0,-7.166043687571551e-07,-2.227638425235882e-07,1.728406785086413e-07,1.740209202930157e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130200,7.013904629454202e-08,2.965364917347604e-07,-8.587894430145259e-08,1.3270892408477187e-07,3.621397913929632e-07,2.4092476104417126e-07,2.416612259250695e-07,1.859434409335115e-07,-1.3506734466383357e-07,0,2.431236530104671e-07,4.206998772247011e-09,1.2545780462931744e-08,-3.824857738561723e-07,-5.780175239851559e-07,3.4830468341183685e-07,-3.6632392152195616e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130300,1.4503744529794515e-08,-8.158917564876334e-08,6.652688057188931e-08,0,-7.896404828374919e-09,-3.6904350563410833e-07,4.1263599121198316e-07,-2.8637934604661636e-07,4.6049361267478413e-07,0.0,-1.1852451260870894e-08,4.382898208324624e-08,-5.983408454793564e-08,-2.991504830389748e-07,-3.6273783325816315e-07,-1.633651272117082e-07,-1.2559705046669652e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130400,-1.148570615390869e-06,-2.9833046126585625e-07,1.940137369078929e-07,4.340758102680915e-22,3.5470083639606687e-07,-8.487479571946417e-09,2.2090022599768752e-08,1.2241440910706707e-06,1.1339444194410858e-07,0,-4.7281799400700376e-08,2.410221651131155e-06,-2.255620629436846e-07,4.1622868918540096e-08,-5.729639444650065e-07,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130500,4.21275781897402e-08,-1.529040126058536e-07,4.5745800627661776e-09,-4.700713230833306e-08,-2.441110702534779e-07,-5.398022964632091e-07,3.025511250722727e-08,-2.4460400296678267e-07,-8.678760444755235e-08,-1.0831164804349016e-06,1.676964957137444e-09,-5.934617001486272e-07,-1.1809065738183881e-07,0,-1.301883923326739e-06,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130600,0,-5.756941754016875e-07,-1.5523939881817908e-08,3.883155251696363e-08,-6.097669611493009e-08,-2.0346798285039519e-07,0.0,-9.768179878896013e-07,1.316694023132179e-07,0,-3.881781957662769e-08,5.497033982417274e-08,-4.839280353961584e-07,0,3.417548832196598e-07,0.0,1.0518014582596305e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130700,-4.432065110726524e-08,5.4461476612646146e-09,-5.343693544466359e-08,4.467492189200327e-07,5.441741858128225e-08,3.554092227502287e-07,0,2.2860497031532895e-07,7.96793775656094e-08,-5.3877723917925e-09,-3.070082435592026e-08,-3.449668149480993e-07,-2.0561260322142113e-07,1.3481244819704214e-07,0,1.1546838984236404e-07,-3.875856881061532e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130800,0.0,7.715592936400404e-08,-1.5798196419805708e-07,-6.981589324328581e-08,-5.298014759412647e-07,0.0,5.486617956007026e-08,-9.492856542069208e-07,1.831289884809637e-07,0,-4.319375160492688e-08,-5.975983157723807e-08,-3.5397791217394136e-08,0.0,7.766853266664663e-08,0,-1.1320075873543252e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130900,0.0,-4.792531017375402e-07,0,-1.0651868857058628e-06,-1.1818472704849915e-07,7.053544773952964e-08,1.5412533283548344e-07,4.48315949924242e-07,4.4057430048383847e-07,-6.533070162048576e-07,0.0,-9.905507812861927e-08,-1.675481232854971e-08,1.3397190825929848e-07,7.500250814579465e-07,0,2.7825097621293994e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131000,0.0,-7.39965443318322e-08,-8.01953059582369e-09,6.361191125860138e-07,1.0116649522350055e-07,1.1165396129650995e-07,-9.461630334375653e-08,1.3715931069344414e-06,-3.29489784061334e-08,-9.959941070102424e-08,-2.3002780533244735e-08,0.0,0.0,7.943661668697556e-08,-6.171115909155697e-08,0,1.3077269656267892e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131100,3.4085796161943e-07,0.0,0.0,-7.239136550697568e-08,-2.1563976672995273e-07,-3.6502551994901896e-08,1.5265728202552254e-07,-4.278430586129504e-08,0.0,-7.956358316744051e-08,-1.6846989088976962e-07,9.401531223161966e-08,0.0,1.1346514089873767e-08,0.0,0,6.870266376072283e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131200,-2.7049707676832384e-22,2.3818935446583094e-09,0,-1.2636629574749082e-07,0.0,0,0.0,2.821835567985927e-07,0.0,-1.9463362552743068e-06,-1.7187577559222071e-07,3.472086403040456e-08,1.1407830237280109e-07,-7.233771499843069e-07,-9.788404792622697e-08,2.109995444186999e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131300,0,1.0526585533259167e-07,0,-4.57770254372076e-08,0.0,8.712993031051419e-08,-1.0784230993086565e-07,0,-1.7615704624144177e-08,-5.49172278495757e-07,-8.245185712897296e-09,0.0,0.0,0.0,0.0,3.7507992048453836e-08,1.0173861592961223e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131400,-8.113423441518334e-08,7.503923794298955e-07,3.785798532693823e-09,0,-6.118466477579136e-07,-2.2681342869414106e-07,-1.5584215455492578e-07,0.0,1.244450305594275e-06,-2.3338000214101976e-07,-3.153613432395879e-07,0.0,5.776903421849058e-09,0.0,0.0,-8.185241318660477e-08,5.968162807166662e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131500,7.801421903451143e-07,4.997976077512808e-07,0,0,6.520140261866822e-07,0,-2.2882541895126548e-07,0.0,4.118991109252405e-07,9.629471385415628e-07,1.9328870144346238e-07,0.0,-3.128911600579018e-22,1.1541131195306895e-09,-1.9749584925471872e-08,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131600,-8.93612506258567e-08,0.0,0,0,-2.3224179525002882e-07,0.0,-3.392638297838459e-07,0,5.693715736229813e-07,0.0,0.0,0.0,0.0,3.8413171104203554e-08,-3.257822663532176e-08,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131700,-2.1554609639946068e-07,1.9432893484209417e-08,1.2468592507325329e-22,0,1.0440030672141785e-07,-4.0223038123498245e-08,1.0112253540793266e-07,2.0254421189361959e-22,-9.495688743069004e-09,0.0,6.182228126700479e-08,0.0,0.0,0.0,-1.2708842036383484e-07,-7.469924025890446e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131800,0,4.3673110998825554e-07,-9.560930566851704e-08,1.0381091412767461e-08,5.343742522382123e-06,0,-2.1586554092910235e-07,4.866767255500335e-08,-6.58115584539329e-07,0.0,-2.1333278838277173e-08,2.3440817147770586e-07,0,-7.019975367277577e-07,0.0,4.7874598896513715e-08,4.978269108926708e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131900,-2.1768624573723894e-08,0.0,0.0,0,6.632954619638242e-08,0,-3.5086639865258994e-08,4.174427497036605e-07,2.777613061484724e-07,0.0,0.0,-2.4155178472898578e-08,0,-1.8718709677328126e-08,-7.600521650127276e-08,0.0,2.390332499312309e-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132000,0.0,1.1093892702465912e-08,4.785469594273455e-22,0.0,-1.4725266448364216e-07,-1.2324663656240175e-08,1.788249978726301e-07,5.633247903195198e-23,-5.187519925696418e-07,-5.775603970049854e-07,2.353531231126822e-07,0.0,4.252978859719883e-07,-3.0046801324025873e-08,0.0,4.835162845013294e-10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132100,0,0.0,8.170364694692948e-09,0.0,-3.0350103969564227e-07,0.0,-4.348968361977607e-07,-1.1503474871310127e-22,7.556670409197636e-07,0,1.0322641086268361e-07,0.0,-8.483506526881976e-07,-1.0015852225734898e-06,3.388558246264835e-07,5.623829079995833e-08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132200,0,-3.93139596765511e-08,0.0,0.0,-1.1641176209286469e-07,0.0,1.0136159874854139e-07,6.270972695456061e-22,-1.6247813813805437e-06,0.0,0.0,3.9698691929695284e-08,2.5518486247838583e-07,1.151713913119644e-07,0.0,5.47315096580813e-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132300,1.773053884425888e-07,0.0,0,-5.431156445507117e-22,-3.85367905453747e-08,5.409407755783469e-08,-5.681353505451496e-07,0.0,-8.507940702361412e-08,-1.298101133781736e-07,4.3558074646959003e-07,-2.1957835455767717e-07,1.987134475729766e-08,-9.400276402429617e-07,0,-8.830495892206424e-07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132400,0.0,-3.964767534060423e-08,1.1109736634605769e-07,-1.3665790867322597e-06,0.0,0.0,5.832584864932996e-08,0,-6.513277756560995e-08,-1.6604594576732484e-22,-1.1678624899142473e-07,0,0,-4.518609173026611e-07,1.930645283516721e-07,9.680376975077135e-08,-1.4041992642601282e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132500,0.0,0.0,0,-1.141232684034877e-07,-1.6258639244352232e-07,0.0,-5.280738985769382e-09,0,-2.1190398834369008e-06,0,5.801008804636397e-07,0,5.7208077628934464e-08,3.1581229479507243e-07,-4.4613585386201e-07,1.3321094753906408e-07,8.201802775545403e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132600,-4.1785550860647655e-08,0.0,-1.102991237116392e-07,3.0513160674216766e-07,-4.763139222469406e-07,0.0,-9.814799541531158e-08,-5.999503630304434e-24,0,0,-6.243318883554139e-08,0.0,-2.9604761075614287e-22,-5.57965224527501e-08,0.0,4.7606104368751215e-07,4.785015345103925e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132700,0.0,0.0,1.4883226113701528e-08,1.5758016558357968e-06,-3.4996176851634088e-06,0.0,0,-5.1208604493618886e-23,0,0,-2.579950482476979e-07,0.0,0,1.1785288744057726e-07,4.038591270960952e-07,0.0,2.830093652274695e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132800,-2.993635731959639e-08,-1.3397897603456615e-07,9.240128085021348e-08,1.976475712403508e-07,-4.133666324166767e-07,0.0,0.0,0.0,0.0,0,0,7.415804739303358e-08,-6.259748962507511e-08,3.581992858600217e-08,0.0,0,-3.9764966369725514e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132900,2.4860368456299624e-07,0.0,2.150477666409403e-07,4.151131150192775e-08,7.806350639038944e-09,0.0,0,0,5.707351817245643e-07,-3.3628512625339113e-07,0,-1.007404000504179e-09,7.687051382612298e-08,5.094291967920154e-07,0.0,0,2.0630284826853088e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133000,-1.9505804565089342e-07,0.0,-7.604509017294261e-08,0.0,0.0,0.0,0,0,-3.194453127757818e-06,0,0,2.5938205607080526e-07,0,-2.215629808147953e-07,3.6537145207099134e-08,0,-9.382071405515402e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
